,level,district_code,district_name,school_code,school_name,grade,num_total_rec,num_valid_scores,num_no_scores,participation_rate,mean_scale_score_19,std_scale_score_19,mean_scale_score_18,num_pme_19,percent_pme_19,num_ae_19,percent_ae_19,num_me_19,percent_me_19,num_ee_19,percent_ee_19,num_me_or_ee_19,percent_me_or_ee_19,num_me_or_ee_18,percent_me_or_ee_18,change_in_me_or_ee
693,DISTRICT,3140,WELD COUNTY S/D RE-8,0000,All Schools,HS,     147,     118,      29,80.3,507,108,516,      73,61.9,      40,33.9,0,0.0,0,0.0,       5,4.2,      10,7.4,-3.2
694,DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,All Grades,     196,     167,      29,85.2,576,104,567,      52,31.1,      77,46.1,0,0.0,0,0.0,      38,22.8,      24,13.3,9.5
695,DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,05,      65,      55,      10,84.6,562,103,541,      18,32.7,      30,54.5,0,0.0,0,0.0,       7,12.7,       8,10.8,1.9
696,DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,08,      65,      49,      16,75.4,575,108,575,      18,36.7,      16,32.7,0,0.0,0,0.0,      15,30.6,       9,14.3,16.3
697,DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,HS,      66,      63,       3,95.5,588,101,601,      16,25.4,      31,49.2,0,0.0,0,0.0,      16,25.4,       7,15.9,9.5
702,DISTRICT,3147,PRAIRIE RE-11,0000,All Schools,All Grades,      48,      45,       3,93.8,599,97,652,      16,35.6,      16,35.6,0,0.0,0,0.0,      13,28.9,      22,57.9,-29.0
703,DISTRICT,3147,PRAIRIE RE-11,0000,All Schools,05,      17,      16,       1,94.1,634,85,654,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,      11,64.7,0.0
705,DISTRICT,3147,PRAIRIE RE-11,0000,All Schools,HS,      17,      17,       0,100.0,610,106,0,       6,35.3,       5,29.4,0,0.0,0,0.0,       6,35.3,0,0.0,0.0
710,DISTRICT,3200,YUMA 1,0000,All Schools,All Grades,     170,     156,      14,91.8,575,99,590,      58,37.2,      67,42.9,0,0.0,0,0.0,      31,19.9,      40,24.7,-4.8
711,DISTRICT,3200,YUMA 1,0000,All Schools,05,      65,      62,       3,95.4,567,99,576,      24,38.7,      26,41.9,0,0.0,0,0.0,      12,19.4,      11,18.6,0.8
712,DISTRICT,3200,YUMA 1,0000,All Schools,08,      62,      56,       6,90.3,582,105,599,      22,39.3,      20,35.7,0,0.0,0,0.0,      14,25.0,      16,33.3,-8.3
713,DISTRICT,3200,YUMA 1,0000,All Schools,HS,      43,      38,       5,88.4,577,89,598,      12,31.6,      21,55.3,0,0.0,0,0.0,       5,13.2,      13,23.6,-10.4
714,DISTRICT,3210,WRAY RD-2,0000,All Schools,All Grades,     145,     140,       5,96.6,632,106,596,      27,19.3,      55,39.3,      49,35.0,       9,6.4,      58,41.4,      45,32.8,8.6
715,DISTRICT,3210,WRAY RD-2,0000,All Schools,05,      53,      50,       3,94.3,673,98,610,       4,8.0,      16,32.0,      24,48.0,       6,12.0,      30,60.0,      22,45.8,14.2
716,DISTRICT,3210,WRAY RD-2,0000,All Schools,08,      50,      48,       2,96.0,637,108,601,      10,20.8,      15,31.3,0,0.0,0,0.0,      23,47.9,      16,32.7,15.2
717,DISTRICT,3210,WRAY RD-2,0000,All Schools,HS,      42,      42,       0,100.0,577,91,572,      13,31.0,      24,57.1,0,0.0,0,0.0,       5,11.9,       7,17.5,-5.6
718,DISTRICT,3220,IDALIA RJ-3,0000,All Schools,All Grades,      47,      47,       0,100.0,650,88,574,       5,10.6,      25,53.2,      12,25.5,       5,10.6,      17,36.2,      12,27.3,8.9
719,DISTRICT,3220,IDALIA RJ-3,0000,All Schools,05,      17,      17,       0,100.0,693,95,0,0,0.0,0,0.0,0,0.0,0,0.0,      10,58.8,0,0.0,0.0
726,DISTRICT,8001,CHARTER SCHOOL INSTITUTE,0000,All Schools,All Grades,"   3,747","   3,177",     570,84.8,591,109,590,"   1,008",31.7,"   1,213",38.2,     881,27.7,      75,2.4,     956,30.1,     829,28.7,1.4
727,DISTRICT,8001,CHARTER SCHOOL INSTITUTE,0000,All Schools,05,"   1,322","   1,247",      75,94.3,598,100,591,     339,27.2,     491,39.4,     393,31.5,      24,1.9,     417,33.4,     362,30.3,3.1
728,DISTRICT,8001,CHARTER SCHOOL INSTITUTE,0000,All Schools,08,"   1,201","   1,097",     104,91.3,579,117,576,     427,38.9,     357,32.5,     288,26.3,      25,2.3,     313,28.5,     253,25.0,3.5
729,DISTRICT,8001,CHARTER SCHOOL INSTITUTE,0000,All Schools,HS,"   1,224",     833,     391,68.1,597,111,608,     242,29.1,     365,43.8,     200,24.0,      26,3.1,     226,27.1,     214,31.5,-4.4
730,DISTRICT,9000,COLORADO SCHOOL FOR THE DEAF AND BLIND,0000,All Schools,All Grades,      34,      33,       1,97.1,431,108,433,      28,84.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
739,DISTRICT,9130,EXPEDITIONARY BOCES,0000,All Schools,All Grades,      95,      90,       5,94.7,629,76,641,      12,13.3,      42,46.7,0,0.0,0,0.0,      36,40.0,      42,47.2,-7.2
740,DISTRICT,9130,EXPEDITIONARY BOCES,0000,All Schools,05,      26,      26,       0,100.0,606,72,636,0,0.0,0,0.0,0,0.0,0,0.0,       7,26.9,       9,36.0,-9.1
741,DISTRICT,9130,EXPEDITIONARY BOCES,0000,All Schools,08,      49,      46,       3,93.9,635,84,632,       5,10.9,      18,39.1,0,0.0,0,0.0,      23,50.0,      23,52.3,-2.3
742,DISTRICT,9130,EXPEDITIONARY BOCES,0000,All Schools,HS,      20,      18,       2,90.0,647,56,669,0,0.0,0,0.0,0,0.0,0,0.0,       6,33.3,      10,50.0,-16.7
743,DISTRICT,9170,EDUCATION REENVISIONED BOCES,0000,All Schools,All Grades,     674,     236,     438,35.0,550,108,562,     109,46.2,      86,36.4,0,0.0,0,0.0,      41,17.4,      59,19.5,-2.1
744,DISTRICT,9170,EDUCATION REENVISIONED BOCES,0000,All Schools,05,     101,      44,      57,43.6,523,110,525,      25,56.8,      14,31.8,0,0.0,0,0.0,       5,11.4,       9,15.3,-3.9
745,DISTRICT,9170,EDUCATION REENVISIONED BOCES,0000,All Schools,08,     273,     107,     166,39.2,537,116,548,      59,55.1,      28,26.2,0,0.0,0,0.0,      20,18.7,      21,17.5,1.2
746,DISTRICT,9170,EDUCATION REENVISIONED BOCES,0000,All Schools,HS,     300,      85,     215,28.3,581,88,595,      25,29.4,      44,51.8,0,0.0,0,0.0,      16,18.8,      29,23.6,-4.8
747,DISTRICT,9175,COLORADO RIVER BOCES,0000,All Schools,All Grades,      46,      43,       3,93.5,491,100,534,      26,60.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
748,DISTRICT,9175,COLORADO RIVER BOCES,0000,All Schools,HS,      46,      43,       3,93.5,491,100,534,      26,60.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
